149,11,0.142857143
149,12,0.142857143
149,13,0.142857143
149,14,-0.857142857
149,16,1.142857143
149,18,0.142857143
149,20,1.142857143
149,21,0.142857143
969,5,2.6
969,14,0.6
969,15,-1.4
969,16,-1.4
969,21,-0.4
589,1,0.047619048
589,2,1.047619048
589,3,1.047619048
589,4,0.047619048
589,5,-0.952380952
589,6,-0.952380952
589,7,-1.952380952
589,8,0.047619048
589,9,1.047619048
589,10,1.047619048
589,11,-0.952380952
589,12,1.047619048
589,13,0.047619048
589,14,0.047619048
589,15,-2.952380952
589,16,-0.952380952
589,17,0.047619048
589,18,0.047619048
589,19,1.047619048
589,20,1.047619048
589,21,1.047619048
607,2,0.866666667
607,3,0.866666667
607,5,0.866666667
607,6,-1.133333333
607,7,-0.133333333
607,8,-0.133333333
607,11,-1.133333333
607,12,0.866666667
607,13,-1.133333333
607,14,0.866666667
607,15,-2.133333333
607,16,-0.133333333
607,19,-0.133333333
607,20,0.866666667
607,21,0.866666667
625,1,0.5
625,2,0.5
625,5,-0.5
625,7,1.5
625,8,0.5
625,13,-0.5
625,15,-1.5
625,17,-0.5
651,1,0.904761905
651,2,-0.095238095
651,3,0.904761905
651,4,-0.095238095
651,5,0.904761905
651,6,-1.095238095
651,7,0.904761905
651,8,0.904761905
651,9,-1.095238095
651,10,-1.095238095
651,11,0.904761905
651,12,0.904761905
651,13,-0.095238095
651,14,-0.095238095
651,15,-0.095238095
651,16,-1.095238095
651,17,-1.095238095
651,18,-1.095238095
651,19,-1.095238095
651,20,0.904761905
651,21,0.904761905
653,1,-0.357142857
653,2,0.642857143
653,3,-2.357142857
653,5,0.642857143
653,7,0.642857143
653,8,-1.357142857
653,9,-0.357142857
653,11,0.642857143
653,12,0.642857143
653,14,0.642857143
653,15,0.642857143
653,16,0.642857143
653,17,0.642857143
653,20,-1.357142857
714,1,1.3
714,3,0.3
714,5,1.3
714,6,0.3
714,7,-1.7
714,13,-0.7
714,15,1.3
714,16,-2.7
714,18,1.3
714,21,-0.7
736,5,0.333333333
736,7,-0.666666667
736,8,0.333333333
777,1,-0.461538462
777,2,0.538461538
777,3,0.538461538
777,4,0.538461538
777,7,0.538461538
777,8,0.538461538
777,10,-0.461538462
777,11,-0.461538462
777,14,-0.461538462
777,15,-0.461538462
777,16,-0.461538462
777,17,-0.461538462
777,19,0.538461538
833,1,-0.3
833,3,-1.3
833,5,0.7
833,6,-0.3
833,7,-0.3
833,8,0.7
833,15,-0.3
833,16,-0.3
833,19,0.7
833,20,0.7
839,1,0
839,3,1
839,5,-1
839,6,-1
839,7,-1
839,8,1
839,11,1
839,14,1
839,16,-1
858,1,0.181818182
858,3,0.181818182
858,4,-0.818181818
858,5,0.181818182
858,6,0.181818182
858,8,-0.818181818
858,15,0.181818182
858,16,0.181818182
858,18,0.181818182
858,20,0.181818182
858,21,0.181818182
886,2,0.818181818
886,3,-0.181818182
886,5,-0.181818182
886,7,-1.181818182
886,9,-0.181818182
886,10,-0.181818182
886,11,-0.181818182
886,12,0.818181818
886,15,-1.181818182
886,20,0.818181818
886,21,0.818181818
912,2,1.3
912,3,1.3
912,4,-0.7
912,5,1.3
912,6,0.3
912,7,0.3
912,8,1.3
912,9,0.3
912,10,0.3
912,11,1.3
912,12,1.3
912,13,1.3
912,14,0.3
912,15,-2.7
912,16,-2.7
912,17,-2.7
912,18,-1.7
912,19,0.3
912,20,-0.7
912,21,0.3
922,1,1
922,3,1
922,4,-2
922,5,1
922,6,0
922,8,0
922,11,0
922,16,-1
958,7,0
958,15,0
969,1,0.142857143
969,2,1.142857143
969,3,-0.857142857
969,4,0.142857143
969,5,2.142857143
969,6,1.142857143
969,7,0.142857143
969,8,1.142857143
969,11,-1.857142857
969,14,1.142857143
969,16,-1.857142857
969,17,-1.857142857
969,20,-0.857142857
969,21,0.142857143
